time,x,y,z,resultant,milliseconds,seconds,diff_time,x_norm,y_norm,z_norm,time_hour,yFiltered,yFiltered_norm,changeOfStatus
1697730935992,-11.206000328063965,10.640999794006348,10.182000160217283,18.50617321953077,4752362,4752.362,0.020000000000436557,-0.43077912267729435,-0.10214929642721937,-0.05066533130125084,15:55:35.992000,10.731767780832946,-0.08811463611878678,10
1697730936012,-0.7110000252723694,-14.954999923706056,15.19200038909912,21.329660559333178,4752382,4752.382,0.019999999999527063,0.004039536264517363,-0.5679630347381186,0.05634708490009466,15:55:36.012000,-14.864231936879458,-0.5612096936492177,10
1697730936032,-4.954999923706055,10.345000267028809,0.4589999914169311,11.479622631466324,4752402,4752.402,0.020000000000436557,-0.1717937454072579,-0.10753610091699495,-0.25834630799885816,15:55:36.032000,10.435768253855407,-0.09358564388518842,10
1697730936053,2.640000104904175,-4.784999847412109,3.0169999599456787,6.242444461261965,4752423,4752.423,0.02099999999973079,0.1428749188923415,-0.38288232656470866,-0.20370803558977246,15:55:36.053000,-4.694231860585511,-0.37323591554945845,10
1697730936073,-2.7909998893737797,4.723999977111816,-6.037000179290772,8.15789355967542,4752443,4752.443,0.020000000000436557,-0.08213699783878858,-0.2098309589795614,-0.3970993303848337,15:55:36.073000,4.814767963938415,-0.19747951342983605,10
1697730936094,4.98799991607666,-4.480999946594238,-5.011000156402588,8.37076019556319,4752464,4752.464,0.02099999999973079,0.2401549664992082,-0.37734992572833403,-0.3751842133277622,15:55:36.094000,-4.39023195976764,-0.3676170355622411,10
1697730936112,2.677999973297119,-38.69499969482422,8.765000343322754,39.76556193816295,4752482,4752.482,0.018000000000029104,0.14444929253101502,-1.0,-0.08093211118852262,15:55:36.112000,-38.60423170799762,-1.0,10
1697730936133,3.627000093460083,67.93900299072266,-5.25,68.23800815565605,4752503,4752.503,0.02099999999973079,0.18376734376300186,0.9405994674877405,-0.3802891932811885,15:55:36.133000,68.02977097754925,0.9709337471319375,10
1697730936153,10.145999908447266,-30.700000762939453,11.878000259399414,34.44587422535517,4752523,4752.523,0.020000000000436557,0.4538562123112635,-0.8545014697091218,-0.014439171580753585,15:55:36.153000,-30.609232776112854,-0.8522271244979603,10
1697730936173,6.269000053405762,15.324000358581545,2.8529999256134038,16.800742758430616,4752543,4752.543,0.019999999999527063,0.2932281199768272,-0.016924807305691125,-0.20721103741197355,15:55:36.173000,15.414768345408143,-0.0015579692197941197,10
1697730936193,12.696000099182127,9.32699966430664,45.14300155639648,47.81288456867274,4752563,4752.563,0.020000000000436557,0.5595053434448536,-0.12606238125714575,0.6960933635698565,15:55:36.193000,9.41776765113324,-0.11240151585824454,10
1697730936213,8.86400032043457,-24.61000061035156,-17.41200065612793,31.422927912133964,4752583,4752.583,0.019999999999527063,0.40074165056367006,-0.7436714271760362,-0.6400666417035956,15:55:36.213000,-24.51923262352496,-0.7396646536304853,10
1697730936233,8.673999786376953,-30.70800018310547,-5.874000072479248,32.44569962862813,4752603,4752.603,0.020000000000436557,0.39286973298066763,-0.8546470487000949,-0.3936176867772302,15:55:36.233000,-30.61723219627887,-0.8523749790918574,10
1697730936253,0.1379999965429306,13.965999603271484,-11.616999626159668,18.16653156856913,4752623,4752.623,0.019999999999527063,0.039214480550045616,-0.041638646008473335,-0.5162867946426712,15:55:36.253000,14.056767590098083,-0.026658119733360408,10
1697730936273,8.151000022888184,-3.561000108718872,-1.1759999990463257,8.972318493297925,4752643,4752.643,0.020000000000436557,0.37120131475998575,-0.3606071312115178,-0.2932695198701877,15:55:36.273000,-3.4702321218922734,-0.35061252778650287,10
1697730936292,22.0629997253418,53.93299865722656,-34.26300048828125,67.59805842996377,4752662,4752.662,0.01900000000023283,0.9475897739590502,0.6857084958774486,-1.0,15:55:36.292000,54.02376664405316,0.7120584736906155,10
1697730936312,-5.196000099182129,-7.130000114440918,32.762001037597656,33.92910300391359,4752682,4752.682,0.019999999999527063,-0.1817786305984831,-0.42555826627293003,0.43163813004135854,15:55:36.312000,-7.039232127614319,-0.4165789397905144,10
1697730936333,3.509000062942505,-22.86899948120117,-1.950000047683716,23.218671772926125,4752703,4752.703,0.021000000000640284,0.17887848110988713,-0.7119874822894514,-0.30980197726752634,15:55:36.333000,-22.77823149437457,-0.707485444439997,10
1697730936352,-3.1760001182556152,-5.693999767303467,-3.641999959945679,7.46811715290112,4752722,4752.722,0.018999999999323336,-0.09808795337808118,-0.39942493695221737,-0.34594269394450516,15:55:36.352000,-5.603231780476868,-0.39003711003839925,10
1697730936372,-3.861000061035156,9.8100004196167,-0.8109999895095825,10.573606323633287,4752742,4752.742,0.020000000000436557,-0.12646820567930228,-0.1172723988411718,-0.28547320626747186,15:55:36.372000,9.900768406443298,-0.10347413374225989,10
1697730936393,-7.3379998207092285,2.50600004196167,-14.934000015258787,16.827080377617207,4752763,4752.763,0.02099999999973079,-0.2705238825753131,-0.2501956586498253,-0.5871371359524404,15:55:36.393000,2.5967680287882686,-0.2384751697235895,10
1697730936413,-3.57699990272522,-15.262999534606934,12.560999870300291,20.088125866769943,4752783,4752.783,0.020000000000436557,-0.11470178696440791,-0.5735682250699796,0.00014953805756801053,15:55:36.413000,-15.172231547780335,-0.5669025009333836,10
1697730936433,0.9890000224113464,18.69499969482422,-8.149999618530273,20.418218051922427,4752803,4752.803,0.019999999999527063,0.07447228706093512,0.044422974378028224,-0.4422324970704514,15:55:36.433000,18.785767681650817,0.06074876396129625,10
1697730936453,-1.0230000019073486,-27.76799964904785,8.430999755859375,29.0377356279157,4752823,4752.823,0.020000000000436557,-0.008886943727504537,-0.8011428818572686,-0.08806628449076659,15:55:36.453000,-27.677231662221253,-0.7980344674049087,10
1697730936471,-6.797999858856201,-19.988000869750977,4.728000164031982,21.635317571074875,4752841,4752.841,0.018000000000029104,-0.2481511286479876,-0.6595570733166205,-0.16716147718749164,15:55:36.471000,-19.897232882924378,-0.6542354749580104,10
1697730936492,5.735000133514404,-24.61100006103516,-0.5180000066757202,25.27567752885368,4752862,4752.862,0.02099999999973079,0.2711039539603257,-0.7436896158720949,-0.2792147961521888,15:55:36.492000,-24.52023207420856,-0.7396831266412632,10
1697730936512,9.375,-5.006999969482422,-9.982000350952148,14.580843758191971,4752882,4752.882,0.019999999999527063,0.42191289296270407,-0.3869224386098532,-0.4813635980490345,15:55:36.512000,-4.916231982655823,-0.37733918018771906,10
1697730936532,6.073999881744385,29.75300025939941,-26.62700080871582,40.38727115152255,4752902,4752.902,0.020000000000436557,0.28514906226468306,0.24566413073201665,-0.8368968585845009,15:55:36.532000,29.84376824622601,0.2651356006140979,10
1697730936552,2.7170000076293945,3.135999917984009,-6.11899995803833,7.393155281307631,4752922,4752.922,0.019999999999527063,0.14606510407344375,-0.2387304843795548,-0.39885082620336987,15:55:36.552000,3.2267679048106075,-0.22683077876883018,10
1697730936572,10.003999710083008,-17.195999145507812,-0.6399999856948853,19.90457225848714,4752942,4752.942,0.020000000000436557,0.4479729980148528,-0.608746291363056,-0.2818206867579599,15:55:36.572000,-17.105231158681214,-0.6026304495273439,10
1697730936592,0.0049999998882412,1.5219999551773071,15.260000228881836,15.335713737841884,4752962,4752.962,0.020000000000436557,0.03370415386913317,-0.26810317404200934,0.057799545344008996,15:55:36.592000,1.6127679420039058,-0.25666260458846235,10
1697730936614,9.892000198364258,-28.511999130249023,6.651999950408936,30.903638388837003,4752984,4752.984,0.021999999999934516,0.44333274302841597,-0.8146826999328198,-0.1260652982443975,15:55:36.614000,-28.421231143422425,-0.8117859317447801,10
1697730936632,0.972000002861023,-4.014999866485596,-6.168000221252441,7.423559433507039,4753002,4753.002,0.018000000000029104,0.07376795876273667,-0.36886933337942984,-0.399897460199675,15:55:36.632000,-3.924231879658997,-0.359003879712125,10
1697730936654,2.750999927520752,3.1549999713897705,-8.375,9.362833461121085,4753024,4753.024,0.021999999999934516,0.14747375573087695,-0.23838470824255475,-0.4470384518343844,15:55:36.654000,3.245767958216369,-0.22647959766794667,10
1697730936672,2.0360000133514404,-2.2950000762939453,-4.688000202178955,5.602648239911748,4753042,4753.042,0.018000000000029104,0.11785057375346297,-0.3375675854110274,-0.36828501094147625,15:55:36.672000,-2.2042320894673466,-0.32721284171137244,10
1697730936692,-0.7149999737739563,3.296999931335449,-3.8980000019073486,5.155175799581659,4753062,4753.062,0.019999999999527063,0.003873814283277044,-0.23580049457980323,-0.35141079410147424,15:55:36.692000,3.387767918162048,-0.22385498913689839,10
1697730936714,3.2920000553131104,-8.739999771118164,1.4479999542236328,9.451008635630313,4753084,4753.084,0.021999999999934516,0.1698879475619577,-0.45485815559263176,-0.2372215034463827,15:55:36.714000,-8.649231784291565,-0.4463368272963738,10
1697730936733,1.3229999542236328,-0.6700000166893005,-2.569000005722046,2.966309142796696,4753103,4753.103,0.01900000000023283,0.08831024782770558,-0.30799470836508547,-0.32302366950545214,15:55:36.733000,0.0,-0.28647165876568925,10
1697730936753,8.4399995803833,-7.039000034332275,-8.40999984741211,13.838685336175246,4753123,4753.123,0.019999999999527063,0.38317486372609477,-0.42390218376122935,-0.44778604027093905,15:55:36.753000,-6.948232047505677,-0.41489697039650475,10
1697730936773,-4.291999816894531,-4.364999771118164,5.4079999923706055,8.168289254645968,4753143,4753.143,0.020000000000436557,-0.1443249689418219,-0.3752388741585906,-0.15263684219296247,15:55:36.773000,-4.274231784291565,-0.36547298530846584,10
1697730936793,2.2049999237060547,0.31700000166893,-0.9350000023841858,2.4159343263135766,4753163,4753.163,0.019999999999527063,0.12485241389272739,-0.2900325981394699,-0.28812181712186113,15:55:36.793000,0.0,-0.28647165876568925,10
1697730936813,2.881999969482422,2.470000028610229,-7.375,8.294422762641847,4753183,4753.183,0.020000000000436557,0.15290122223146807,-0.2508508118371756,-0.42567868909736173,15:55:36.813000,2.5607680154368277,-0.2391405638701526,10
1697730936834,4.84499979019165,0.5450000166893005,-2.2939999103546143,5.388272782056923,4753204,4753.204,0.02099999999973079,0.2342303241769692,-0.2858832958850991,-0.3171497327157452,15:55:36.834000,0.0,-0.28647165876568925,10
1697730936852,4.71999979019165,-0.9350000023841858,-1.3179999589920044,4.988962508956203,4753222,4753.222,0.018000000000029104,0.22905144558720214,-0.31281736172304153,-0.2963026053232941,15:55:36.852000,0.0,-0.28647165876568925,10
1697730936872,2.444000005722046,4.670000076293945,-3.558000087738037,6.359355420551575,4753242,4753.242,0.020000000000436557,0.13475443315436908,-0.21081368659113364,-0.34414847660420966,15:55:36.872000,4.760768063120544,-0.19847760244631574,10
1697730936894,3.746000051498413,5.335999965667725,-3.5910000801086426,7.443164219253284,4753264,4753.264,0.021999999999934516,0.18869763444194487,-0.19869335913351271,-0.34485334861156935,15:55:36.894000,5.426767952494323,-0.18616781734499332,10
1697730936912,1.0670000314712524,1.4170000553131104,-5.166999816894531,5.462990511771472,4753282,4753.282,0.018000000000029104,0.07770390767631086,-0.2700140349740856,-0.3785163290629262,15:55:36.912000,1.507768042139709,-0.2586033349453457,10
1697730936932,2.6610000133514404,5.755000114440918,-3.0309998989105225,7.027653077341464,4753302,4753.302,0.019999999999527063,0.1437449667022983,-0.1910681041012663,-0.3328918776084878,15:55:36.932000,5.845768101267517,-0.17842336892823785,10
1697730936953,-1.5399999618530271,0.7960000038146973,-1.4559999704360962,2.263879811847404,4753323,4753.323,0.021000000000640284,-0.030306783915289404,-0.2813154242016985,-0.2992502528254464,15:55:36.953000,0.0,-0.28647165876568925,10
1697730936972,1.649999976158142,-1.0700000524520874,-2.174999952316284,2.9322388760374176,4753342,4753.342,0.018999999999323336,0.10185819512730543,-0.3152741861756052,-0.3146079218463308,15:55:36.972000,0.0,-0.28647165876568925,10
1697730936993,1.96399998664856,-0.593999981880188,-2.4539999961853027,3.198788506185845,4753363,4753.363,0.021000000000640284,0.11486753857942933,-0.3066116070712652,-0.3205672965869919,15:55:36.993000,0.0,-0.28647165876568925,10
1697730937013,0.4639999866485595,2.1589999198913574,-1.3910000324249268,2.6098769572351297,4753383,4753.383,0.019999999999527063,0.05272099550222431,-0.2565106073073711,-0.29786186957160654,15:55:37.013000,2.249767906717956,-0.24488882984721894,10
1697730937032,0.9549999833106996,1.781000018119812,-2.2279999256134038,3.0079843252915293,4753402,4753.402,0.01900000000023283,0.07306363046453845,-0.2633897114356428,-0.3157399887010258,15:55:37.032000,1.8717680049464107,-0.2518754639794015,10
1697730937052,2.969000101089477,0.8619999885559082,-2.4730000495910645,3.959006797899837,4753422,4753.422,0.019999999999527063,0.15650572718256162,-0.2801143107480407,-0.32097313321972976,15:55:37.052000,0.0,-0.28647165876568925,10
1697730937072,2.184000015258789,-0.8579999804496765,-2.187999963760376,3.2083272704818384,4753442,4753.442,0.020000000000436557,0.12398236608277058,-0.311416061970623,-0.31488559900635515,15:55:37.072000,0.0,-0.28647165876568925,10
1697730937093,1.524999976158142,0.8009999990463257,-1.7999999523162842,2.49143046342722,4753463,4753.463,0.02099999999973079,0.09667931653753836,-0.2812244308239805,-0.3065980108199473,15:55:37.093000,0.0,-0.28647165876568925,10
1697730937113,4.571000099182129,0.1049999967217445,-3.1989998817443848,5.580203145893094,4753483,4753.483,0.020000000000436557,0.22287823510999316,-0.2938907211241346,-0.33648031738164297,15:55:37.113000,0.0,-0.28647165876568925,10
1697730937133,0.5910000205039978,4.552000045776367,-2.0799999237060547,5.0394826245956015,4753503,4753.503,0.019999999999527063,0.057982737552093155,-0.2129611329086203,-0.3125787437752059,15:55:37.133000,4.642768032602966,-0.2006586163485653,10
1697730937152,1.7669999599456787,0.9700000286102296,-1.4019999504089355,2.455360009224418,4753522,4753.522,0.01900000000023283,0.1067056248156284,-0.27814885118598975,-0.2980968252098717,15:55:37.152000,1.0607680154368282,-0.2668653096945782,10
1697730937172,1.4320000410079956,1.0950000286102295,-2.11299991607666,2.777484081942375,4753542,4753.542,0.020000000000436557,0.09282623355354791,-0.2758740145735886,-0.3132836157825656,15:55:37.172000,1.1857680154368282,-0.2645549142092094,10
1697730937193,0.7789999842643738,3.4600000381469727,-2.82699990272522,4.535456943844727,4753563,4753.563,0.02099999999973079,0.06577176944965801,-0.23283410569340202,-0.3285344860916162,15:55:37.193000,3.5507680249735714,-0.22084223144976256,10
1697730937214,1.2519999742507937,-2.135999917984009,-1.715000033378601,3.0118473898324067,4753584,4753.584,0.02099999999973079,0.08536864561846369,-0.3346739903590191,-0.30478243271877214,15:55:37.214000,-2.04523193115741,-0.3242740157279148,10
1697730937232,3.094000101089477,0.2329999953508377,-1.4950000047683716,3.4441473019649758,4753602,4753.602,0.018000000000029104,0.16168460577232868,-0.29156128845798457,-0.30008328430551945,15:55:37.232000,0.0,-0.28647165876568925,10
1697730937252,1.7039999961853027,1.3930000066757202,-2.809999942779541,3.5693367288642146,4753622,4753.622,0.020000000000436557,0.10409547150783083,-0.27045080448880354,-0.32817137098063764,15:55:37.252000,1.483767993502319,-0.25904693177750937,10
1697730937272,1.7760000228881836,0.7900000214576721,-1.6449999809265137,2.546429078621704,4753642,4753.642,0.019999999999527063,0.10707850668186447,-0.2814246160380146,-0.3032872482068164,15:55:37.272000,0.0,-0.28647165876568925,10
1697730937295,1.8420000076293943,-0.5709999799728394,-2.059000015258789,2.8210788837023624,4753665,4753.665,0.023000000000138243,0.10981295394507407,-0.3061930370998721,-0.3121301907132731,15:55:37.295000,0.0,-0.28647165876568925,10
1697730937313,1.5180000066757202,-0.621999979019165,-2.380000114440918,2.8906069499165934,4753683,4753.683,0.018000000000029104,0.09638930060088624,-0.3071211704203761,-0.3189866766703642,15:55:37.313000,0.0,-0.28647165876568925,10
1697730937334,1.6690000295639038,-0.0379999987781047,-2.2980000972747803,2.8403889778807314,4753704,4753.704,0.02099999999973079,0.10264538688560587,-0.29649313412682476,-0.31723517575926363,15:55:37.334000,0.0,-0.28647165876568925,10
1697730937354,1.9160000085830688,0.5360000133514404,-2.822999954223633,3.4536474615614283,4753724,4753.724,0.020000000000436557,0.11287885010972798,-0.2860470841819367,-0.328449048140662,15:55:37.354000,0.0,-0.28647165876568925,10
1697730937373,1.809999942779541,0.2829999923706054,-2.002000093460083,2.7137046933588564,4753743,4753.743,0.01900000000023283,0.10848715833929767,-0.2906513538672604,-0.3109126859076239,15:55:37.373000,0.0,-0.28647165876568925,10
1697730937393,2.115999937057495,1.5230000019073486,-2.9809999465942383,3.9602203753114495,4753763,4753.763,0.019999999999527063,0.12116505288997725,-0.2680849744986845,-0.3318238904901495,15:55:37.393000,1.6137679887339473,-0.2566441205608604,10
1697730937413,2.507999897003174,-0.5950000286102295,-2.3550000190734863,3.491434319481068,4753783,4753.783,0.020000000000436557,0.13740601448799494,-0.30662980661459005,-0.3184526805649128,15:55:37.413000,0.0,-0.28647165876568925,10
1697730937433,2.1459999084472656,-1.4739999771118164,-0.6819999814033508,2.6913036830159984,4753803,4753.803,0.019999999999527063,0.12240798256617014,-0.3226264567357914,-0.28271779670124875,15:55:37.433000,-1.3832319902852177,-0.3120381623302706,10
1697730937452,2.7179999351501465,0.1129999980330467,-2.5,3.694630244967914,4753822,4753.822,0.01900000000023283,0.14610653209927205,-0.29374513155707704,-0.32154984575437606,15:55:37.452000,0.0,-0.28647165876568925,10
1697730937472,0.9950000047683716,0.6899999976158142,-1.8279999494552608,2.1926488139707465,4753842,4753.842,0.019999999999527063,0.07472087250227721,-0.28324448576182626,-0.30719608411547317,15:55:37.472000,0.0,-0.28647165876568925,10
1697730937492,1.7170000076293943,-0.5899999737739563,-2.345000028610229,2.965672626814124,4753862,4753.862,0.020000000000436557,0.104634075355307,-0.3065388121521455,-0.31823908314124516,15:55:37.492000,0.0,-0.28647165876568925,10
1697730937513,1.4479999542236328,1.0540000200271606,-2.32699990272522,2.9364176230454824,4753883,4753.883,0.02099999999973079,0.09348912641747265,-0.27662016113865684,-0.3178546047231049,15:55:37.513000,1.1447680068537593,-0.26531272408705264,10
1697730937533,5.3480000495910645,-2.8480000495910645,-5.197000026702881,7.982544587438674,4753903,4753.903,0.020000000000436557,0.2550701423693764,-0.3476314620983326,-0.37915712642649346,15:55:37.533000,-2.7572320627644658,-0.33743403084509027,10
1697730937553,0.2060000002384185,1.7510000467300415,-2.2039999961853027,2.822419732593232,4753923,4753.923,0.019999999999527063,0.042031790655986834,-0.2639356717019503,-0.3152273559027362,15:55:37.553000,1.8417680335566402,-0.2524299583670825,10
1697730937573,2.234999895095825,-1.2450000047683716,-1.8029999732971191,3.129865563672185,4753943,4753.943,0.020000000000436557,0.12609534356892027,-0.3184589565651855,-0.306662090556304,15:55:37.573000,-1.1542320179417729,-0.30780551831225555,10
1697730937593,1.39900004863739,-0.2919999957084656,-2.414999961853028,2.8061877965188446,4753963,4753.963,0.019999999999527063,0.091459009921943,-0.30111560206736054,-0.3197342651069188,15:55:37.593000,0.0,-0.28647165876568925,10
1697730937613,0.7559999823570251,0.9380000233650208,-1.940000057220459,2.283633122717392,4753983,4753.983,0.020000000000436557,0.06481885571011747,-0.27873120945422036,-0.3095883798438587,15:55:37.613000,1.0287680101916195,-0.2674567710357807,10
1697730937633,1.25600004196167,0.0949999988079071,-2.244999885559082,2.574215529310145,4754003,4754.003,0.019999999999527063,0.08553437253866747,-0.2940727080151613,-0.31610310381200435,15:55:37.633000,0.0,-0.28647165876568925,10
1697730937652,2.312999963760376,-0.0419999994337558,-2.83899998664856,3.662192479444309,4754022,4754.022,0.01900000000023283,0.12932696665377796,-0.2965659289103536,-0.32879080503704305,15:55:37.652000,0.0,-0.28647165876568925,10
1697730937674,1.4589999914169312,-0.2280000001192093,-2.7279999256134038,3.102039420954495,4754044,4754.044,0.021999999999934516,0.09394486927432877,-0.29995088580208085,-0.3264198700695371,15:55:37.674000,0.0,-0.28647165876568925,10
1697730937693,1.49399995803833,0.597000002861023,-2.525000095367432,2.994005738077356,4754063,4754.063,0.01900000000023283,0.09539495389655372,-0.2849369641059968,-0.3220838418598273,15:55:37.693000,0.0,-0.28647165876568925,10
1697730937711,1.1460000276565552,0.5899999737739563,-2.509999990463257,2.821615846384416,4754081,4754.081,0.018000000000029104,0.08097695878699684,-0.2850643554856378,-0.3217634431780436,15:55:37.711000,0.0,-0.28647165876568925,10
1697730937732,1.2999999523162842,0.6480000019073486,-2.5280001163482666,2.9155940161056573,4754102,4754.102,0.02099999999973079,0.08735733408816504,-0.28400883078549277,-0.322147921596184,15:55:37.732000,0.0,-0.28647165876568925,10
1697730937753,1.241000056266785,0.6769999861717224,-2.4260001182556152,2.8078259730095336,4754123,4754.123,0.02099999999973079,0.08491290770057103,-0.28348106897778347,-0.31996922583774823,15:55:37.753000,0.0,-0.28647165876568925,10
1697730937772,1.2970000505447388,0.8040000200271606,-2.437000036239624,2.8753424735061834,4754142,4754.142,0.01900000000023283,0.08723304507171648,-0.2811698343634592,-0.32020418147601337,15:55:37.772000,0.0,-0.28647165876568925,10
1697730937792,1.371000051498413,0.9580000042915344,-2.384000062942505,2.912191863449436,4754162,4754.162,0.020000000000436557,0.09029894123637039,-0.2783672359433488,-0.31907211462131835,15:55:37.792000,1.0487679911181331,-0.26708710811066005,10
1697730937812,1.4789999723434448,0.7110000252723694,-2.311000108718872,2.8343753203532978,4754182,4754.182,0.019999999999527063,0.09477348905845728,-0.28286231270762974,-0.317512852919288,15:55:37.812000,0.0,-0.28647165876568925,0
1697730937834,1.4529999494552612,0.5419999957084656,-2.3559999465942383,2.8205865696370718,4754204,4754.204,0.021999999999934516,0.09369628136350472,-0.2859378923456205,-0.3184740387795103,15:55:37.834000,0.0,-0.28647165876568925,0
1697730937853,1.5509999990463257,0.3240000009536743,-2.2109999656677246,2.7201282774608924,4754223,4754.223,0.01900000000023283,0.09775652423249093,-0.28990520730219216,-0.3153768735900472,15:55:37.853000,0.0,-0.28647165876568925,0
1697730937872,1.468999981880188,0.3330000042915344,-2.177999973297119,2.648118923557703,4754242,4754.242,0.01900000000023283,0.09435917916639314,-0.28974141900535466,-0.3146720015826875,15:55:37.872000,0.0,-0.28647165876568925,0
1697730937893,1.4579999446868896,0.1659999936819076,-2.0799999237060547,2.5455293200484963,4754263,4754.263,0.02099999999973079,0.09390343630953701,-0.29278060091260394,-0.3125787437752059,15:55:37.893000,0.0,-0.28647165876568925,0
