time,lat,lon,altitude,accuracy,speed,angle
1697717518903,41.4643567,-8.431675,403.7,13.20,0.000,10.0
1697717519904,41.4643567,-8.431675,403.7,13.20,0.000,10.0
1697717520903,41.4643567,-8.431675,403.7,13.20,0.000,10.0
1697717521904,41.4643567,-8.431675,403.7,13.20,0.000,10.0
1697717522903,41.4643567,-8.431675,403.7,13.20,0.000,10.0
1697717523903,41.4643567,-8.431675,403.7,13.20,0.000,10.0
1697717524923,41.4643567,-8.431675,403.7,13.20,0.000,10.0
1697717525924,41.4643567,-8.431675,403.7,13.23,0.000,10.0
1697717526923,41.4643567,-8.431675,403.7,13.23,0.000,10.0
1697717527923,41.4643567,-8.431675,403.7,13.23,0.000,10.0
1697717528923,41.4643567,-8.431675,403.7,13.28,0.000,10.0
1697717529924,41.4643567,-8.431675,403.7,13.28,0.000,10.0
1697717530923,41.4643567,-8.431675,403.7,13.28,0.000,10.0
1697717531943,41.4643567,-8.431675,403.7,13.30,0.000,10.0
1697717532943,41.4643567,-8.431675,403.7,13.30,0.000,10.0
1697717533943,41.4643567,-8.431675,403.7,13.30,0.000,10.0
1697717534943,41.4643567,-8.431675,403.7,13.30,0.000,10.0
1697717535944,41.4643567,-8.431675,403.7,13.30,0.000,10.0
1697717536943,41.4643567,-8.431675,403.7,13.30,0.000,10.0
1697717537963,41.4643567,-8.431675,403.7,13.30,0.000,10.0
1697717538964,41.4643567,-8.431675,403.7,13.30,0.000,10.0
1697717539963,41.4643567,-8.431675,403.7,13.30,0.000,10.0
1697717540963,41.4643567,-8.431675,403.7,13.30,0.000,10.0
1697717541963,41.4643567,-8.431675,403.7,13.30,0.000,10.0
1697717542963,41.4643567,-8.431675,403.7,13.30,0.000,10.0
1697717543963,41.4643567,-8.431675,403.7,13.30,0.000,10.0
1697717544963,41.4643567,-8.431675,403.7,13.30,0.000,10.0
1697717545963,41.4643567,-8.431675,403.7,13.30,0.000,10.0
1697717546963,41.4643567,-8.431675,403.7,13.30,0.000,10.0
1697717547963,41.4643567,-8.431675,403.7,13.30,0.000,10.0
1697717548963,41.4643567,-8.431675,403.7,13.30,0.000,10.0
1697717549963,41.4643567,-8.431675,403.7,13.30,0.000,10.0
1697717550963,41.4643567,-8.431675,403.7,13.30,0.000,10.0
1697717551963,41.4643567,-8.431675,403.7,13.30,0.000,10.0
1697717552984,41.4643567,-8.431675,403.7,13.32,0.000,10.0
1697717553983,41.4643567,-8.431675,403.7,13.32,0.000,10.0
1697717554983,41.4643567,-8.431675,403.7,13.32,0.000,10.0
1697717555983,41.4643567,-8.431675,403.7,13.37,0.000,10.0
1697717556983,41.4643567,-8.431675,403.7,13.37,0.000,10.0
1697717557984,41.4643567,-8.431675,403.7,13.37,0.000,10.0
1697717558983,41.4643567,-8.431675,403.7,13.40,0.000,10.0
1697717559983,41.4643567,-8.431675,403.7,13.40,0.000,10.0
1697717561003,41.4643567,-8.431675,403.7,13.40,0.000,10.0
1697717562003,41.4643567,-8.431675,403.7,13.40,0.000,10.0
1697717563003,41.4643567,-8.431675,403.7,13.40,0.000,10.0
1697717564004,41.4643567,-8.431675,403.7,13.40,0.000,10.0
1697717565066,41.4643567,-8.431675,403.7,13.40,0.000,10.0
1697717566063,41.4643567,-8.431675,403.7,13.40,0.000,10.0
1697717567083,41.4643567,-8.431675,403.7,13.40,0.000,9.0
1697717568083,41.4643567,-8.431675,403.7,13.40,0.000,10.0
1697717569083,41.4643567,-8.431675,403.7,13.40,0.000,10.0
1697717570083,41.4643567,-8.431675,403.7,13.40,0.000,10.0
1697717571083,41.4643567,-8.431675,403.7,13.40,0.000,10.0
1697717572083,41.4643567,-8.431675,403.7,13.40,0.000,10.0
1697717573104,41.4643567,-8.431675,403.7,13.40,0.000,10.0
1697717574104,41.4643567,-8.431675,403.7,13.40,0.000,10.0
1697717575103,41.4643567,-8.431675,403.7,13.40,0.000,10.0
1697717576104,41.4643567,-8.431675,403.7,13.40,0.000,10.0
1697717577103,41.4643567,-8.431675,403.7,13.40,0.000,10.0
1697717578103,41.4643567,-8.431675,403.7,13.40,0.000,10.0
1697717579103,41.4643567,-8.431675,403.7,13.40,0.000,10.0
1697717580104,41.4643567,-8.431675,403.7,13.40,0.000,10.0
1697717581123,41.4643567,-8.431675,403.7,13.40,0.000,10.0
1697717582123,41.4643567,-8.431675,403.7,13.40,0.000,10.0
1697717583123,41.4643567,-8.431675,403.7,13.43,0.000,10.0
1697717584123,41.4643567,-8.431675,403.7,13.43,0.000,10.0
1697717585124,41.4643567,-8.431675,403.7,13.43,0.000,10.0
1697717586123,41.4643567,-8.431675,403.7,13.48,0.000,10.0
1697717587123,41.4643567,-8.431675,403.7,13.48,0.000,10.0
1697717588123,41.4643567,-8.431675,403.7,13.48,0.000,10.0
1697717589143,41.4643567,-8.431675,403.7,13.50,0.000,10.0
1697717590143,41.4643567,-8.431675,403.7,13.50,0.000,10.0
1697717591143,41.4643567,-8.431675,403.7,13.50,0.000,10.0
1697717592143,41.4643567,-8.431675,403.7,13.50,0.000,10.0
1697717593144,41.4643567,-8.431675,403.7,13.50,0.000,10.0
1697717594143,41.4643567,-8.431675,403.7,13.50,0.000,10.0
1697717595164,41.4643567,-8.431675,403.7,13.50,0.000,10.0
1697717596163,41.4643567,-8.431675,403.7,13.50,0.000,10.0
1697717597164,41.4643567,-8.431675,403.7,13.50,0.000,10.0
1697717598164,41.4643567,-8.431675,403.7,13.50,0.000,10.0
1697717599163,41.4643567,-8.431675,403.7,13.50,0.000,10.0
1697717600164,41.4643567,-8.431675,403.7,13.50,0.000,10.0
1697717601163,41.4643567,-8.431675,403.7,13.50,0.000,10.0
1697717602163,41.4643567,-8.431675,403.7,13.50,0.000,10.0
1697717603183,41.4643567,-8.431675,403.7,13.50,0.000,10.0
1697717604183,41.4643567,-8.431675,403.7,13.50,0.000,10.0
1697717605183,41.4643567,-8.431675,403.7,13.50,0.000,10.0
1697717606183,41.4643567,-8.431675,403.7,13.50,0.000,10.0
1697717607183,41.4643567,-8.431675,403.7,13.50,0.000,10.0
1697717608183,41.4643567,-8.431675,403.7,13.50,0.000,10.0
1697717609184,41.4643567,-8.431675,403.7,13.50,0.000,10.0
1697717610184,41.4643567,-8.431675,403.7,13.52,0.000,10.0
1697717611203,41.4643567,-8.431675,403.7,13.52,0.000,10.0
1697717612203,41.4643567,-8.431675,403.7,13.52,0.000,10.0
1697717613203,41.4643567,-8.431675,403.7,13.57,0.000,10.0
1697717614203,41.4643567,-8.431675,403.7,13.57,0.000,10.0
1697717615203,41.4643567,-8.431675,403.7,13.57,0.000,10.0
1697717616203,41.4643567,-8.431675,403.7,13.60,0.000,10.0
1697717617224,41.4643567,-8.431675,403.7,13.60,0.000,10.0
1697717618223,41.4643567,-8.431675,403.7,13.60,0.000,10.0
1697717619224,41.4643567,-8.431675,403.7,13.60,0.000,10.0
1697717620223,41.4643567,-8.431675,403.7,13.60,0.000,10.0
1697717621223,41.4643567,-8.431675,403.7,13.60,0.000,10.0
1697717622223,41.4643567,-8.431675,403.7,13.60,0.000,10.0
1697717623223,41.4643567,-8.431675,403.7,13.60,0.000,10.0
1697717624223,41.4643567,-8.431675,403.7,13.60,0.000,10.0
1697717625243,41.4643567,-8.431675,403.7,13.60,0.000,10.0
1697717626243,41.4643567,-8.431675,403.7,13.60,0.000,10.0
1697717627243,41.4643567,-8.431675,403.7,13.60,0.000,10.0
1697717628243,41.4643567,-8.431675,403.7,13.60,0.000,10.0
1697717629243,41.4643567,-8.431675,403.7,13.60,0.000,10.0
1697717630244,41.4643567,-8.431675,403.7,13.60,0.000,10.0
1697717631263,41.4643567,-8.431675,403.7,13.60,0.000,10.0
1697717632263,41.4643567,-8.431675,403.7,13.60,0.000,10.0
1697717633264,41.4643567,-8.431675,403.7,13.60,0.000,10.0
1697717634263,41.4643567,-8.431675,403.7,13.60,0.000,10.0
1697717635263,41.4643567,-8.431675,403.7,13.60,0.000,10.0
1697717636263,41.4643567,-8.431675,403.7,13.60,0.000,10.0
1697717637264,41.4643567,-8.431675,403.7,13.60,0.000,10.0
1697717638283,41.4643567,-8.431675,403.7,13.60,0.000,10.0
1697717639283,41.4643567,-8.431675,403.7,13.60,0.000,10.0
1697717640283,41.4643567,-8.431675,403.7,13.63,0.000,10.0
1697717641283,41.4643567,-8.431675,403.7,13.63,0.000,10.0
1697717642283,41.4643567,-8.431675,403.7,13.63,0.000,10.0
1697717643283,41.4643567,-8.431675,403.7,13.68,0.000,10.0
1697717644303,41.4643567,-8.431675,403.7,13.68,0.000,10.0
1697717645303,41.4643567,-8.431675,403.7,13.68,0.000,10.0
1697717646303,41.4643567,-8.431675,403.7,13.70,0.000,10.0
1697717647304,41.4643567,-8.431675,403.7,13.70,0.000,10.0
1697717648304,41.4643567,-8.431675,403.7,13.70,0.000,10.0
1697717649304,41.4643567,-8.431675,403.7,13.70,0.000,10.0
1697717650303,41.4643567,-8.431675,403.7,13.70,0.000,10.0
1697717651323,41.4643567,-8.431675,403.7,13.70,0.000,10.0
1697717652323,41.4643567,-8.431675,403.7,13.70,0.000,10.0
1697717653323,41.4643567,-8.431675,403.7,13.70,0.000,10.0
1697717654323,41.4643567,-8.431675,403.7,13.70,0.000,10.0
1697717655323,41.4643567,-8.431675,403.7,13.70,0.000,10.0
1697717656324,41.4643567,-8.431675,403.7,13.70,0.000,10.0
1697717657323,41.4643567,-8.431675,403.7,13.70,0.000,10.0
1697717658323,41.4643567,-8.431675,403.7,13.70,0.000,10.0
1697717659324,41.4643567,-8.431675,403.7,13.70,0.000,10.0
1697717660324,41.4643567,-8.431675,403.7,13.70,0.000,10.0
1697717661323,41.4643567,-8.431675,403.7,13.70,0.000,10.0
1697717662323,41.4643567,-8.431675,403.7,13.70,0.000,10.0
1697717663323,41.4643567,-8.431675,403.7,13.70,0.000,10.0
1697717664324,41.4643567,-8.431675,403.7,13.70,0.000,10.0
1697717665323,41.4643567,-8.431675,403.7,13.70,0.000,10.0
1697717666323,41.4643567,-8.431675,403.7,13.70,0.000,10.0
1697717667323,41.4643567,-8.431675,403.7,13.70,0.000,10.0
1697717668324,41.4643567,-8.431675,403.7,13.70,0.000,10.0
1697717669324,41.4643567,-8.431675,403.7,13.70,0.000,10.0
1697717670323,41.4643567,-8.431675,403.7,13.75,0.000,10.0
1697717671323,41.4643567,-8.431675,403.7,13.75,0.000,10.0
1697717672323,41.4643567,-8.431675,403.7,13.75,0.000,10.0
1697717673324,41.4643567,-8.431675,403.7,13.80,0.000,10.0
1697717674343,41.4643567,-8.431675,403.7,13.80,0.000,10.0
1697717675343,41.4643567,-8.431675,403.7,13.80,0.000,10.0
1697717676343,41.4643567,-8.431675,403.7,13.80,0.000,10.0
1697717677363,41.4643567,-8.431675,403.7,13.80,0.000,10.0
1697717678363,41.4643567,-8.431675,403.7,13.80,0.000,10.0
1697717679363,41.4643567,-8.431675,403.7,13.80,0.000,10.0
1697717680364,41.4643567,-8.431675,403.7,13.80,0.000,10.0
1697717681363,41.4643567,-8.431675,403.7,13.80,0.000,10.0
1697717682363,41.4643567,-8.431675,403.7,13.80,0.000,10.0
1697717683384,41.4643567,-8.431675,403.7,13.80,0.000,10.0
1697717684383,41.4643567,-8.431675,403.7,13.80,0.000,10.0
1697717685383,41.4643567,-8.431675,403.7,13.80,0.000,10.0
1697717686384,41.4643567,-8.431675,403.7,13.80,0.000,10.0
1697717687383,41.4643567,-8.431675,403.7,13.80,0.000,10.0
1697717688383,41.4643567,-8.431675,403.7,13.80,0.000,10.0
1697717689403,41.4643567,-8.431675,403.7,13.80,0.000,10.0
1697717690403,41.4643567,-8.431675,403.7,13.80,0.000,10.0
1697717691403,41.4643567,-8.431675,403.7,13.80,0.000,10.0
1697717692404,41.4643567,-8.431675,403.7,13.80,0.000,10.0
1697717693404,41.4643567,-8.431675,403.7,13.80,0.000,10.0
1697717694404,41.4643567,-8.431675,403.7,13.80,0.000,10.0
1697717695403,41.4643567,-8.431675,403.7,13.80,0.000,10.0
1697717696404,41.4643567,-8.431675,403.7,13.80,0.000,10.0
1697717697403,41.4643567,-8.431675,403.7,13.82,0.000,10.0
1697717698444,41.4643567,-8.431675,403.7,13.82,0.000,10.0
1697717699443,41.4643567,-8.431675,403.7,13.82,0.000,10.0
1697717700443,41.4643567,-8.431675,403.7,13.87,0.000,10.0
1697717701443,41.4643567,-8.431675,403.7,13.87,0.000,10.0
1697717702443,41.4643567,-8.431675,403.7,13.87,0.000,10.0
1697717703444,41.4643567,-8.431675,403.7,13.90,0.000,10.0
1697717704443,41.4643567,-8.431675,403.7,13.90,0.000,10.0
1697717705443,41.4643567,-8.431675,403.7,13.90,0.000,10.0
1697717706443,41.4643567,-8.431675,403.7,13.90,0.000,10.0
1697717707443,41.4643567,-8.431675,403.7,13.90,0.000,10.0
1697717708463,41.4643567,-8.431675,403.7,13.90,0.000,10.0
1697717709464,41.4643567,-8.431675,403.7,13.90,0.000,10.0
1697717710463,41.4643567,-8.431675,403.7,13.90,0.000,10.0
1697717711463,41.4643567,-8.431675,403.7,13.90,0.000,10.0
1697717712463,41.4643567,-8.431675,403.7,13.90,0.000,10.0
1697717713463,41.4643567,-8.431675,403.7,13.90,0.000,10.0
1697717714463,41.4643567,-8.431675,403.7,13.90,0.000,10.0
1697717715483,41.4643567,-8.431675,403.7,13.90,0.000,10.0
1697717716484,41.4643567,-8.431675,403.7,13.90,0.000,10.0
1697717717484,41.4643567,-8.431675,403.7,13.90,0.000,10.0
1697717718483,41.4643567,-8.431675,403.7,13.90,0.000,10.0
1697717719484,41.4643567,-8.431675,403.7,13.90,0.000,10.0
1697717720483,41.4643567,-8.431675,403.7,13.90,0.000,10.0
1697717721483,41.4643567,-8.431675,403.7,13.90,0.000,10.0
1697717722523,41.4643567,-8.431675,403.7,13.90,0.000,10.0
1697717723524,41.4643567,-8.431675,403.7,13.90,0.000,10.0
1697717724524,41.4643567,-8.431675,403.7,13.90,0.000,10.0
1697717725523,41.4643567,-8.431675,403.7,13.90,0.000,10.0
1697717726523,41.4643567,-8.431675,403.7,13.90,0.000,10.0
1697717727543,41.4643567,-8.431675,403.7,13.92,0.000,10.0
1697717728543,41.4643567,-8.431675,403.7,13.92,0.000,10.0
1697717729544,41.4643567,-8.431675,403.7,13.92,0.000,10.0
1697717730543,41.4643567,-8.431675,403.7,13.97,0.000,10.0
1697717731563,41.4643567,-8.431675,403.7,13.97,0.000,10.0
1697717732564,41.4643567,-8.431675,403.7,13.97,0.000,10.0
1697717733563,41.4643567,-8.431675,403.7,14.00,0.000,10.0
1697717734564,41.4643567,-8.431675,403.7,14.00,0.000,10.0
1697717735563,41.4643567,-8.431675,403.7,14.00,0.000,10.0
1697717736563,41.4643567,-8.431675,403.7,11.92,0.000,10.0
1697717737583,41.4643567,-8.431675,403.7,11.92,0.000,10.0
1697717738584,41.4643567,-8.431675,403.7,11.92,0.000,10.0
1697717739583,41.4643567,-8.431675,403.7,7.97,0.000,10.0
1697717740583,41.4643567,-8.431675,403.7,7.97,0.000,10.0
1697717741584,41.4643567,-8.431675,403.7,7.97,0.000,10.0
1697717742583,41.4643567,-8.431675,403.7,9.50,0.000,10.0
1697717743603,41.4643567,-8.431675,403.7,9.50,0.000,10.0
1697717744603,41.4643567,-8.431675,403.7,9.50,0.000,10.0
1697717745603,41.4643567,-8.431675,403.7,12.90,0.000,10.0
1697717746603,41.4643567,-8.431675,403.7,12.90,0.000,10.0
1697717747603,41.4643567,-8.431675,403.7,12.90,0.000,10.0
1697717748603,41.4643567,-8.431675,403.7,12.90,0.000,10.0
1697717749623,41.4643567,-8.431675,403.7,12.90,0.000,10.0
1697717750623,41.4643567,-8.431675,403.7,12.90,0.000,10.0
1697717751624,41.4643567,-8.431675,403.7,12.90,0.000,10.0
1697717752643,41.4643567,-8.431675,403.7,12.90,0.000,10.0
1697717753643,41.4643567,-8.431675,403.7,12.90,0.000,10.0
1697717754643,41.4643567,-8.431675,403.7,12.90,0.000,10.0
1697717755643,41.4643567,-8.431675,403.7,12.90,0.000,10.0
1697717756664,41.4643567,-8.431675,403.7,12.90,0.000,10.0
1697717757663,41.4643567,-8.431675,403.7,12.90,0.000,10.0
1697717758664,41.4643567,-8.431675,403.7,12.90,0.000,10.0
1697717759663,41.4643567,-8.431675,403.7,12.90,0.000,10.0
1697717760664,41.4643567,-8.431675,403.7,12.93,0.000,10.0
1697717761663,41.4643567,-8.431675,403.7,12.93,0.000,10.0
1697717762683,41.4643567,-8.431675,403.7,12.93,0.000,10.0
1697717763683,41.4643567,-8.431675,403.7,9.55,0.000,10.0
1697717764683,41.4643567,-8.431675,403.7,9.55,0.000,10.0
1697717765683,41.4643567,-8.431675,403.7,9.55,0.000,10.0
1697717766683,41.4643567,-8.431675,403.7,9.12,0.000,10.0
1697717767683,41.4643567,-8.431675,403.7,9.12,0.000,10.0
1697717768703,41.4643567,-8.431675,403.7,9.12,0.000,10.0
1697717769703,41.4643567,-8.431675,403.7,12.10,0.000,10.0
1697717770703,41.4643567,-8.431675,403.7,12.10,0.000,10.0
1697717771703,41.4643567,-8.431675,403.7,12.10,0.000,10.0
1697717772703,41.4643567,-8.431675,403.7,12.10,0.000,10.0
1697717773703,41.4643567,-8.431675,403.7,12.10,0.000,10.0
1697717774703,41.4643567,-8.431675,403.7,12.10,0.000,10.0
1697717775703,41.4643567,-8.431675,403.7,12.10,0.000,10.0
1697717776703,41.4643567,-8.431675,403.7,12.10,0.000,10.0
1697717777703,41.4643567,-8.431675,403.7,12.10,0.000,10.0
1697717778703,41.4643567,-8.431675,403.7,12.10,0.000,10.0
1697717779703,41.4643567,-8.431675,403.7,12.10,0.000,10.0
1697717780703,41.4643567,-8.431675,403.7,12.10,0.000,10.0
1697717781703,41.4643567,-8.431675,403.7,12.10,0.000,10.0
1697717782704,41.4643567,-8.431675,403.7,12.10,0.000,10.0
1697717783703,41.4643567,-8.431675,403.7,12.10,0.000,10.0
1697717784703,41.4643567,-8.431675,403.7,12.10,0.000,10.0
1697717785703,41.4643567,-8.431675,403.7,12.10,0.000,10.0
1697717786705,41.4643567,-8.431675,403.7,12.10,0.000,10.0
1697717787703,41.4643567,-8.431675,403.7,12.12,0.000,10.0
1697717788703,41.4643567,-8.431675,403.7,12.12,0.000,10.0
1697717789724,41.4643567,-8.431675,403.7,12.12,0.000,10.0
1697717790723,41.4643567,-8.431675,403.7,12.17,0.000,10.0
1697717791723,41.4643567,-8.431675,403.7,12.17,0.000,10.0
1697717792723,41.4643567,-8.431675,403.7,12.17,0.000,10.0
1697717793723,41.4643567,-8.431675,403.7,12.20,0.000,10.0
1697717794723,41.4643567,-8.431675,403.7,12.20,0.000,10.0
1697717795723,41.4643567,-8.431675,403.7,12.20,0.000,10.0
1697717796744,41.4643567,-8.431675,403.7,12.20,0.000,10.0
1697717797743,41.4643567,-8.431675,403.7,12.20,0.000,10.0
1697717798743,41.4643567,-8.431675,403.7,12.20,0.000,10.0
1697717799743,41.4643567,-8.431675,403.7,12.20,0.000,10.0
1697717800743,41.4643567,-8.431675,403.7,12.20,0.000,10.0
1697717801743,41.4643567,-8.431675,403.7,12.20,0.000,10.0
1697717802763,41.4643567,-8.431675,403.7,12.20,0.000,10.0
1697717803763,41.4643567,-8.431675,403.7,12.20,0.000,10.0
1697717804763,41.4643567,-8.431675,403.7,12.20,0.000,10.0
1697717805763,41.4643567,-8.431675,403.7,12.20,0.000,10.0
1697717806763,41.4643567,-8.431675,403.7,12.20,0.000,10.0
1697717807764,41.4643567,-8.431675,403.7,12.20,0.000,10.0
1697717808763,41.4643567,-8.431675,403.7,12.20,0.000,10.0
1697717809763,41.4643567,-8.431675,403.7,12.20,0.000,10.0
1697717810763,41.4643567,-8.431675,403.7,12.20,0.000,10.0
1697717811783,41.4643567,-8.431675,403.7,12.20,0.000,10.0
1697717812783,41.4643567,-8.431675,403.7,12.20,0.000,10.0
1697717813783,41.4643567,-8.431675,403.7,12.20,0.000,10.0
1697717814784,41.4643567,-8.431675,403.7,12.23,0.000,10.0
1697717815783,41.4643567,-8.431675,403.7,12.23,0.000,10.0
1697717816783,41.4643567,-8.431675,403.7,12.23,0.000,10.0
1697717817783,41.4643567,-8.431675,403.7,12.28,0.000,10.0
1697717818784,41.4643567,-8.431675,403.7,12.28,0.000,10.0
1697717819783,41.4643567,-8.431675,403.7,12.28,0.000,10.0
1697717820783,41.4643567,-8.431675,403.7,12.30,0.000,10.0
1697717821783,41.4643567,-8.431675,403.7,12.30,0.000,10.0
1697717822783,41.4643567,-8.431675,403.7,12.30,0.000,10.0
1697717823803,41.4643567,-8.431675,403.7,12.30,0.000,10.0
1697717824803,41.4643567,-8.431675,403.7,12.30,0.000,10.0
1697717825803,41.4643567,-8.431675,403.7,12.30,0.000,10.0
1697717826803,41.4643567,-8.431675,403.7,12.30,0.000,10.0
1697717827803,41.4643567,-8.431675,403.7,12.30,0.000,10.0
1697717828803,41.4643567,-8.431675,403.7,12.30,0.000,10.0
1697717829803,41.4643567,-8.431675,403.7,12.30,0.000,10.0
1697717830803,41.4643567,-8.431675,403.7,12.30,0.000,10.0
1697717831804,41.4643567,-8.431675,403.7,12.30,0.000,10.0
1697717832824,41.4643567,-8.431675,403.7,12.30,0.000,10.0
1697717833824,41.4643567,-8.431675,403.7,12.30,0.000,10.0
1697717834823,41.4643567,-8.431675,403.7,12.30,0.000,10.0
1697717835823,41.4643567,-8.431675,403.7,12.30,0.000,10.0
1697717836823,41.4643567,-8.431675,403.7,12.30,0.000,10.0
1697717837823,41.4643567,-8.431675,403.7,12.30,0.000,10.0
1697717838823,41.4643567,-8.431675,403.7,12.30,0.000,10.0
1697717839823,41.4643567,-8.431675,403.7,12.30,0.000,10.0
1697717840823,41.4643567,-8.431675,403.7,12.30,0.000,10.0
1697717841823,41.4643567,-8.431675,403.7,12.35,0.000,10.0
1697717842823,41.4643567,-8.431675,403.7,12.35,0.000,10.0
1697717843824,41.4643567,-8.431675,403.7,12.35,0.000,10.0
1697717844843,41.4643567,-8.431675,403.7,12.40,0.000,10.0
1697717845844,41.4643567,-8.431675,403.7,12.40,0.000,10.0
1697717846843,41.4643567,-8.431675,403.7,12.40,0.000,10.0
1697717847843,41.4643567,-8.431675,403.7,12.40,0.000,10.0
1697717848843,41.4643567,-8.431675,403.7,12.40,0.000,10.0
1697717849843,41.4643567,-8.431675,403.7,12.40,0.000,10.0
1697717850843,41.4643567,-8.431675,403.7,12.40,0.000,10.0
1697717851843,41.4643567,-8.431675,403.7,12.40,0.000,10.0
1697717852843,41.4643567,-8.431675,403.7,12.40,0.000,10.0
1697717853863,41.4643567,-8.431675,403.7,12.40,0.000,10.0
1697717854863,41.4643567,-8.431675,403.7,12.40,0.000,10.0
1697717855863,41.4643567,-8.431675,403.7,12.40,0.000,10.0
1697717856863,41.4643567,-8.431675,403.7,12.40,0.000,10.0
1697717857863,41.4643567,-8.431675,403.7,12.40,0.000,10.0
1697717858863,41.4643567,-8.431675,403.7,12.40,0.000,10.0
1697717859863,41.4643567,-8.431675,403.7,12.40,0.000,10.0
1697717860863,41.4643567,-8.431675,403.7,12.40,0.000,10.0
1697717861883,41.4643567,-8.431675,403.7,12.40,0.000,10.0
1697717862883,41.4643567,-8.431675,403.7,12.40,0.000,10.0
1697717863883,41.4643567,-8.431675,403.7,12.40,0.000,10.0
1697717864884,41.4643567,-8.431675,403.7,12.42,0.000,10.0
1697717865883,41.4643567,-8.431675,403.7,12.42,0.000,10.0
1697717866884,41.4643567,-8.431675,403.7,12.42,0.000,10.0
1697717867884,41.4643567,-8.431675,403.7,12.47,0.000,10.0
1697717868883,41.4643567,-8.431675,403.7,12.47,0.000,10.0
1697717869883,41.4643567,-8.431675,403.7,12.47,0.000,10.0
1697717870884,41.4643567,-8.431675,403.7,12.50,0.000,10.0
1697717871883,41.4643567,-8.431675,403.7,12.50,0.000,10.0
1697717872884,41.4643567,-8.431675,403.7,12.50,0.000,10.0
1697717873883,41.4643567,-8.431675,403.7,12.50,0.000,10.0
1697717874883,41.4643567,-8.431675,403.7,12.50,0.000,10.0
1697717875883,41.4643567,-8.431675,403.7,12.50,0.000,10.0
1697717876904,41.4643567,-8.431675,403.7,12.50,0.000,10.0
1697717877903,41.4643567,-8.431675,403.7,12.50,0.000,10.0
1697717878903,41.4643567,-8.431675,403.7,12.50,0.000,10.0
1697717879903,41.4643567,-8.431675,403.7,12.50,0.000,10.0
1697717880903,41.4643567,-8.431675,403.7,12.50,0.000,10.0
1697717881903,41.4643567,-8.431675,403.7,12.50,0.000,10.0
1697717882903,41.4643567,-8.431675,403.7,12.50,0.000,10.0
1697717883903,41.4643567,-8.431675,403.7,12.50,0.000,10.0
1697717884903,41.4643567,-8.431675,403.7,12.50,0.000,10.0
1697717885903,41.4643567,-8.431675,403.7,12.50,0.000,10.0
1697717886923,41.4643567,-8.431675,403.7,12.50,0.000,10.0
1697717887923,41.4643567,-8.431675,403.7,12.50,0.000,10.0
1697717888923,41.4643567,-8.431675,403.7,12.50,0.000,10.0
1697717889923,41.4643567,-8.431675,403.7,12.50,0.000,10.0
1697717890923,41.4643567,-8.431675,403.7,12.50,0.000,10.0
1697717891923,41.4643567,-8.431675,403.7,12.52,0.000,10.0
1697717892943,41.4643567,-8.431675,403.7,12.52,0.000,10.0
1697717893943,41.4643567,-8.431675,403.7,12.52,0.000,10.0
1697717894943,41.4643567,-8.431675,403.7,12.57,0.000,10.0
1697717895943,41.4643567,-8.431675,403.7,12.57,0.000,10.0
1697717896943,41.4643567,-8.431675,403.7,12.57,0.000,10.0
1697717897977,41.4643567,-8.431675,403.7,12.60,0.000,10.0
1697717898964,41.4643567,-8.431675,403.7,12.60,0.000,10.0
1697717899963,41.4643567,-8.431675,403.7,12.60,0.000,10.0
1697717900963,41.4643567,-8.431675,403.7,12.60,0.000,10.0
1697717901963,41.4643567,-8.431675,403.7,12.60,0.000,10.0
1697717902963,41.4643567,-8.431675,403.7,12.60,0.000,10.0
1697717903963,41.4643567,-8.431675,403.7,12.60,0.000,10.0
1697717904964,41.4643567,-8.431675,403.7,12.60,0.000,10.0
1697717905964,41.4643567,-8.431675,403.7,12.60,0.000,10.0
1697717906963,41.4643567,-8.431675,403.7,12.60,0.000,10.0
1697717907964,41.4643567,-8.431675,403.7,12.60,0.000,10.0
1697717908983,41.4643567,-8.431675,403.7,12.60,0.000,10.0
1697717909983,41.4643567,-8.431675,403.7,12.60,0.000,10.0
1697717910983,41.4643567,-8.431675,403.7,12.60,0.000,10.0
1697717911983,41.4643567,-8.431675,403.7,12.60,0.000,10.0
1697717912984,41.4643567,-8.431675,403.7,12.60,0.000,10.0
1697717914004,41.4643567,-8.431675,403.7,12.60,0.000,10.0
1697717915003,41.4643567,-8.431675,403.7,12.60,0.000,10.0
1697717916003,41.4643567,-8.431675,403.7,12.60,0.000,10.0
1697717917004,41.4643567,-8.431675,403.7,12.60,0.000,10.0
1697717918003,41.4643567,-8.431675,403.7,12.60,0.000,10.0
1697717919004,41.4643567,-8.431675,403.7,12.62,0.000,10.0
1697717920003,41.4643567,-8.431675,403.7,12.62,0.000,10.0
1697717921004,41.4643567,-8.431675,403.7,12.62,0.000,10.0
1697717922003,41.4643567,-8.431675,403.7,12.67,0.000,10.0
1697717923003,41.4643567,-8.431675,403.7,12.67,0.000,10.0
1697717924004,41.4643567,-8.431675,403.7,12.67,0.000,10.0
1697717925004,41.4643567,-8.431675,403.7,12.70,0.000,10.0
1697717926003,41.4643567,-8.431675,403.7,12.70,0.000,10.0
1697717927003,41.4643567,-8.431675,403.7,12.70,0.000,10.0
1697717928004,41.4643567,-8.431675,403.7,12.70,0.000,10.0
1697717929003,41.4643567,-8.431675,403.7,12.70,0.000,10.0
1697717930003,41.4643567,-8.431675,403.7,12.70,0.000,10.0
