time,lat,lon,altitude,accuracy,speed,angle
1697726215292,41.4636133,-8.4341107,439.4,2.27,0.119,73.0
1697726216292,41.4636133,-8.4341107,439.4,2.27,0.119,74.0
1697726217292,41.4636133,-8.4341107,439.4,2.27,0.119,71.0
1697726218292,41.4636129,-8.4341008,439.1,2.22,0.070,70.0
1697726219292,41.4636129,-8.4341008,439.1,2.22,0.070,71.0
1697726220292,41.4636129,-8.4341008,439.1,2.22,0.070,68.0
1697726221292,41.4636153,-8.4340949,439.4,2.18,0.039,72.0
1697726222292,41.4636153,-8.4340949,439.4,2.18,0.039,75.0
1697726223291,41.4636153,-8.4340949,439.4,2.18,0.039,72.0
1697726224291,41.4636223,-8.434097,439.7,2.47,0.113,73.0
1697726225292,41.4636223,-8.434097,439.7,2.47,0.113,72.0
1697726226292,41.4636223,-8.434097,439.7,2.47,0.113,72.0
1697726227291,41.4636199,-8.434104,440.4,2.12,0.099,71.0
1697726228291,41.4636199,-8.434104,440.4,2.12,0.099,62.0
1697726229292,41.4636199,-8.434104,440.4,2.12,0.099,45.0
1697726230292,41.463608,-8.434108,440.9,2.13,0.094,59.0
1697726231292,41.463608,-8.434108,440.9,2.13,0.094,55.0
1697726232292,41.463608,-8.434108,440.9,2.13,0.094,56.0
1697726233292,41.4636092,-8.4340979,441.5,2.05,0.086,58.0
1697726234291,41.4636092,-8.4340979,441.5,2.05,0.086,57.0
1697726235291,41.4636092,-8.4340979,441.5,2.05,0.086,56.0
1697726236291,41.4636028,-8.434098,441.9,1.97,0.000,62.0
1697726237291,41.4636028,-8.434098,441.9,1.97,0.000,60.0
1697726238292,41.4636028,-8.434098,441.9,1.97,0.000,58.0
1697726239292,41.4636017,-8.4340983,442.1,2.30,0.000,60.0
1697726240292,41.4636017,-8.4340983,442.1,2.30,0.000,59.0
1697726241291,41.4636017,-8.4340983,442.1,2.30,0.000,59.0
1697726242291,41.4636017,-8.4340983,442.1,1.90,0.000,59.0
1697726243292,41.4636017,-8.4340983,442.1,1.90,0.000,60.0
1697726244292,41.4636017,-8.4340983,442.1,1.90,0.000,59.0
1697726245292,41.4636017,-8.4340983,442.1,1.92,0.000,58.0
1697726246292,41.4636017,-8.4340983,442.1,1.92,0.000,59.0
1697726247291,41.4636017,-8.4340983,442.1,1.92,0.000,62.0
1697726248292,41.4636017,-8.4340983,442.1,1.97,0.000,56.0
1697726249292,41.4636017,-8.4340983,442.1,1.97,0.000,47.0
1697726250291,41.4636017,-8.4340983,442.1,1.97,0.000,48.0
1697726251292,41.4636017,-8.4340983,442.1,2.00,0.000,48.0
1697726252292,41.4636017,-8.4340983,442.1,2.00,0.000,51.0
1697726253291,41.4636017,-8.4340983,442.1,2.00,0.000,50.0
1697726254292,41.4636017,-8.4340983,442.1,2.42,0.000,51.0
1697726255292,41.4636017,-8.4340983,442.1,2.42,0.000,53.0
1697726256292,41.4636017,-8.4340983,442.1,2.42,0.000,66.0
1697726257292,41.4636017,-8.4340983,442.1,2.07,0.000,77.0
1697726258291,41.4636017,-8.4340983,442.1,2.07,0.000,64.0
1697726259291,41.4636017,-8.4340983,442.1,2.07,0.000,69.0
1697726260292,41.4636017,-8.4340983,442.1,2.05,0.000,72.0
1697726261292,41.4636017,-8.4340983,442.1,2.05,0.000,49.0
1697726262291,41.4636017,-8.4340983,442.1,2.05,0.000,69.0
1697726263551,41.4636017,-8.4340983,442.1,2.05,0.000,67.0
1697726264551,41.4636017,-8.4340983,442.1,2.05,0.000,56.0
1697726265552,41.4636017,-8.4340983,442.1,20.58,0.000,64.0
1697726266552,41.4636017,-8.4340983,442.1,20.58,0.000,47.0
1697726267552,41.4636017,-8.4340983,442.1,20.58,0.000,42.0
1697726268552,41.463608,-8.4341186,442.8,2.77,0.026,38.0
1697726269552,41.463608,-8.4341186,442.8,2.77,0.026,16.0
1697726270552,41.463608,-8.4341186,442.8,2.77,0.026,11.0
1697726271552,41.4636115,-8.4341255,442.8,2.63,0.032,6.0
1697726272552,41.4636115,-8.4341255,442.8,2.63,0.032,11.0
1697726273552,41.4636115,-8.4341255,442.8,2.63,0.032,9.0
1697726274551,41.4636094,-8.4341277,442.8,2.80,0.104,8.0
1697726275552,41.4636094,-8.4341277,442.8,2.80,0.104,8.0
1697726276552,41.4636094,-8.4341277,442.8,2.80,0.104,8.0
1697726277552,41.4636012,-8.4341425,442.8,2.90,0.203,7.0
1697726278552,41.4636012,-8.4341425,442.8,2.90,0.203,7.0
1697726279552,41.4636012,-8.4341425,442.8,2.90,0.203,9.0
1697726280551,41.4635895,-8.434151,442.9,2.50,0.272,9.0
1697726281551,41.4635895,-8.434151,442.9,2.50,0.272,9.0
1697726282552,41.4635895,-8.434151,442.9,2.50,0.272,9.0
1697726283552,41.4635873,-8.4341469,443.0,2.37,0.023,10.0
1697726284552,41.4635873,-8.4341469,443.0,2.37,0.023,9.0
1697726285551,41.4635873,-8.4341469,443.0,2.37,0.023,10.0
1697726286552,41.4635866,-8.4341454,443.0,2.17,0.007,10.0
1697726287551,41.4635866,-8.4341454,443.0,2.17,0.007,10.0
1697726288551,41.4635866,-8.4341454,443.0,2.17,0.007,9.0
1697726289551,41.4635867,-8.4341451,443.0,2.07,0.000,9.0
1697726290551,41.4635867,-8.4341451,443.0,2.07,0.000,10.0
1697726291552,41.4635867,-8.4341451,443.0,2.07,0.000,10.0
1697726292552,41.4635867,-8.434145,443.0,2.38,0.000,10.0
1697726293551,41.4635867,-8.434145,443.0,2.38,0.000,10.0
1697726294551,41.4635867,-8.434145,443.0,2.38,0.000,17.0
1697726295552,41.4635935,-8.4341133,442.8,1.98,0.000,18.0
1697726296551,41.4635935,-8.4341133,442.8,1.98,0.000,9.0
1697726297553,41.4635935,-8.4341133,442.8,1.98,0.000,9.0
1697726298551,41.4635971,-8.4340976,442.7,1.98,0.001,9.0
1697726299552,41.4635971,-8.4340976,442.7,1.98,0.001,9.0
1697726300552,41.4635971,-8.4340976,442.7,1.98,0.001,8.0
1697726301552,41.4635967,-8.4341,442.6,2.02,0.000,9.0
1697726302552,41.4635967,-8.4341,442.6,2.02,0.000,9.0
1697726303551,41.4635967,-8.4341,442.6,2.02,0.000,9.0
1697726304552,41.4635967,-8.4341,442.6,2.00,0.000,9.0
1697726305552,41.4635967,-8.4341,442.6,2.00,0.000,9.0
1697726306552,41.4635967,-8.4341,442.6,2.00,0.000,9.0
1697726307552,41.4635967,-8.4341,442.6,2.30,0.000,9.0
1697726308552,41.4635967,-8.4341,442.6,2.30,0.000,9.0
1697726309551,41.4635967,-8.4341,442.6,2.30,0.000,9.0
1697726310551,41.4635967,-8.4341,442.6,1.85,0.000,9.0
1697726311572,41.4635967,-8.4341,442.6,1.85,0.000,14.0
1697726312571,41.4635967,-8.4341,442.6,1.85,0.000,8.0
1697726313571,41.4635986,-8.4341016,442.7,1.92,0.005,9.0
1697726314571,41.4635986,-8.4341016,442.7,1.92,0.005,10.0
1697726315572,41.4635986,-8.4341016,442.7,1.92,0.005,9.0
1697726316572,41.4636044,-8.4341046,442.4,2.05,0.001,11.0
1697726317571,41.4636044,-8.4341046,442.4,2.05,0.001,12.0
1697726318572,41.4636044,-8.4341046,442.4,2.05,0.001,13.0
1697726319572,41.4636303,-8.4341013,441.8,2.08,0.466,13.0
1697726320572,41.4636303,-8.4341013,441.8,2.08,0.466,9.0
1697726321571,41.4636303,-8.4341013,441.8,2.08,0.466,8.0
1697726322572,41.4636556,-8.434083,441.2,2.48,0.667,8.0
1697726323571,41.4636556,-8.434083,441.2,2.48,0.667,8.0
1697726324572,41.4636556,-8.434083,441.2,2.48,0.667,7.0
1697726325571,41.4636743,-8.4340332,441.1,2.17,0.997,9.0
1697726326571,41.4636743,-8.4340332,441.1,2.17,0.997,8.0
1697726327572,41.4636743,-8.4340332,441.1,2.17,0.997,8.0
1697726328572,41.4636923,-8.4339546,440.6,2.20,1.448,10.0
1697726329572,41.4636923,-8.4339546,440.6,2.20,1.448,12.0
1697726330571,41.4636923,-8.4339546,440.6,2.20,1.448,12.0
1697726331571,41.4637093,-8.4338698,439.4,2.28,1.853,10.0
1697726332572,41.4637093,-8.4338698,439.4,2.28,1.853,10.0
1697726333571,41.4637093,-8.4338698,439.4,2.28,1.853,13.0
1697726334572,41.4637247,-8.4337829,438.5,2.33,2.117,14.0
1697726335571,41.4637247,-8.4337829,438.5,2.33,2.117,13.0
1697726336572,41.4637247,-8.4337829,438.5,2.33,2.117,8.0
1697726337571,41.4637113,-8.4337197,438.5,2.65,2.283,11.0
1697726338571,41.4637113,-8.4337197,438.5,2.65,2.283,13.0
1697726339572,41.4637113,-8.4337197,438.5,2.65,2.283,4.0
1697726340572,41.4636534,-8.4336488,438.1,2.37,2.444,17.0
1697726341572,41.4636534,-8.4336488,438.1,2.37,2.444,7.0
1697726342572,41.4636534,-8.4336488,438.1,2.37,2.444,18.0
1697726343572,41.4635954,-8.4335966,436.7,3.15,2.487,9.0
1697726344572,41.4635954,-8.4335966,436.7,3.15,2.487,9.0
1697726345571,41.4635954,-8.4335966,436.7,3.15,2.487,14.0
1697726346572,41.4635351,-8.4335693,434.2,3.75,2.699,14.0
1697726347571,41.4635351,-8.4335693,434.2,3.75,2.699,11.0
1697726348571,41.4634676,-8.4335335,432.4,4.18,3.007,9.0
1697726349572,41.4634676,-8.4335335,432.4,4.18,3.007,18.0
1697726350572,41.4634676,-8.4335335,432.4,4.18,3.007,12.0
1697726351572,41.4633746,-8.4334996,430.2,4.33,3.412,8.0
1697726352572,41.4633746,-8.4334996,430.2,4.33,3.412,4.0
1697726353571,41.4633746,-8.4334996,430.2,4.33,3.412,10.0
1697726354572,41.463273,-8.4334581,428.7,4.60,3.651,11.0
1697726355572,41.463273,-8.4334581,428.7,4.60,3.651,8.0
1697726356572,41.4632029,-8.4334368,426.7,4.73,3.674,14.0
1697726357572,41.4632029,-8.4334368,426.7,4.73,3.674,10.0
1697726358571,41.4632029,-8.4334368,426.7,4.73,3.674,11.0
1697726359572,41.4631422,-8.4334266,426.1,4.52,3.440,7.0
1697726360572,41.4631422,-8.4334266,426.1,4.52,3.440,8.0
1697726361571,41.4631422,-8.4334266,426.1,4.52,3.440,9.0
1697726362572,41.4630913,-8.43342,427.4,4.25,2.881,15.0
1697726363571,41.4630913,-8.43342,427.4,4.25,2.881,1.0
1697726364573,41.4630913,-8.43342,427.4,4.25,2.881,42.0
1697726365572,41.4630463,-8.433345,427.5,2.81,2.604,15.0
1697726366572,41.4630463,-8.433345,427.5,2.81,2.604,7.0
1697726367572,41.4630463,-8.433345,427.5,2.81,2.604,5.0
1697726368572,41.4630129,-8.4332634,427.3,2.40,2.482,15.0
1697726369571,41.4630129,-8.4332634,427.3,2.40,2.482,7.0
1697726370572,41.4630129,-8.4332634,427.3,2.40,2.482,2.0
1697726371572,41.4629839,-8.4331858,428.9,5.68,2.380,4.0
1697726372571,41.4629839,-8.4331858,428.9,5.68,2.380,5.0
1697726373572,41.4629839,-8.4331858,428.9,5.68,2.380,4.0
1697726374572,41.4629495,-8.4331153,431.7,8.53,2.239,10.0
1697726375571,41.4629495,-8.4331153,431.7,8.53,2.239,6.0
1697726376572,41.4629495,-8.4331153,431.7,8.53,2.239,13.0
1697726377572,41.4629441,-8.43303,432.9,10.08,2.179,14.0
1697726378572,41.4629441,-8.43303,432.9,10.08,2.179,9.0
1697726379572,41.4629441,-8.43303,432.9,10.08,2.179,6.0
1697726380572,41.4629519,-8.4329344,435.0,11.72,2.155,9.0
1697726381572,41.4629519,-8.4329344,435.0,11.72,2.155,15.0
1697726382572,41.4629519,-8.4329344,435.0,11.72,2.155,18.0
1697726383571,41.4629817,-8.4328545,436.9,12.12,2.276,18.0
1697726384572,41.4629817,-8.4328545,436.9,12.12,2.276,9.0
1697726385572,41.4629817,-8.4328545,436.9,12.12,2.276,13.0
1697726386572,41.4630399,-8.4327718,435.2,12.82,2.440,10.0
1697726387571,41.4630399,-8.4327718,435.2,12.82,2.440,13.0
1697726388571,41.4630399,-8.4327718,435.2,12.82,2.440,12.0
1697726389572,41.4631256,-8.4326626,433.0,8.70,2.858,8.0
1697726390572,41.4631256,-8.4326626,433.0,8.70,2.858,13.0
1697726391572,41.4631256,-8.4326626,433.0,8.70,2.858,18.0
1697726392572,41.4631936,-8.4325621,429.7,4.28,3.141,15.0
1697726393572,41.4631936,-8.4325621,429.7,4.28,3.141,14.0
1697726394571,41.4631936,-8.4325621,429.7,4.28,3.141,11.0
1697726395572,41.4632646,-8.4324752,426.4,4.10,3.250,15.0
1697726396572,41.4632646,-8.4324752,426.4,4.10,3.250,11.0
1697726397572,41.4632646,-8.4324752,426.4,4.10,3.250,9.0
1697726398571,41.4633295,-8.4324059,422.7,8.55,3.080,10.0
1697726399571,41.4633295,-8.4324059,422.7,8.55,3.080,10.0
1697726400571,41.4633295,-8.4324059,422.7,8.55,3.080,9.0
1697726401572,41.4633968,-8.4323338,421.7,11.82,2.853,13.0
1697726402572,41.4633968,-8.4323338,421.7,11.82,2.853,11.0
1697726403572,41.4633968,-8.4323338,421.7,11.82,2.853,17.0
1697726404572,41.4634727,-8.4322554,421.0,11.95,2.752,9.0
1697726405572,41.4634727,-8.4322554,421.0,11.95,2.752,8.0
1697726406571,41.4634727,-8.4322554,421.0,11.95,2.752,9.0
1697726407572,41.4635515,-8.4321798,420.0,11.98,2.705,8.0
1697726408572,41.4635515,-8.4321798,420.0,11.98,2.705,8.0
1697726409572,41.4635515,-8.4321798,420.0,11.98,2.705,9.0
1697726410571,41.4636275,-8.4321187,419.1,12.15,2.631,9.0
1697726411572,41.4636275,-8.4321187,419.1,12.15,2.631,6.0
1697726412571,41.4636275,-8.4321187,419.1,12.15,2.631,9.0
1697726413571,41.4636909,-8.4320696,416.7,12.02,2.511,15.0
1697726414572,41.4636909,-8.4320696,416.7,12.02,2.511,11.0
1697726415572,41.4636909,-8.4320696,416.7,12.02,2.511,16.0
1697726416572,41.4637579,-8.4320368,415.7,11.80,2.314,13.0
1697726417572,41.4637579,-8.4320368,415.7,11.80,2.314,15.0
1697726418572,41.4638152,-8.4320204,414.6,14.57,2.285,13.0
1697726419571,41.4638152,-8.4320204,414.6,14.57,2.285,16.0
1697726420572,41.4638152,-8.4320204,414.6,14.57,2.285,17.0
1697726421572,41.4638819,-8.4319986,412.1,19.19,2.335,18.0
1697726422571,41.4638819,-8.4319986,412.1,19.19,2.335,13.0
1697726423572,41.4638819,-8.4319986,412.1,19.19,2.335,18.0
1697726424571,41.4639467,-8.431975,410.2,20.36,2.374,12.0
1697726425572,41.4639467,-8.431975,410.2,20.36,2.374,12.0
1697726426571,41.4639467,-8.431975,410.2,20.36,2.374,10.0
1697726427572,41.4640103,-8.4319455,407.9,20.18,2.457,9.0
1697726428572,41.4640103,-8.4319455,407.9,20.18,2.457,12.0
1697726429572,41.4640103,-8.4319455,407.9,20.18,2.457,10.0
1697726430572,41.4640867,-8.4319006,405.8,20.12,2.544,8.0
1697726431571,41.4640867,-8.4319006,405.8,20.12,2.544,12.0
1697726432572,41.4640867,-8.4319006,405.8,20.12,2.544,9.0
1697726433572,41.4641532,-8.4318569,402.1,20.11,2.538,8.0
1697726434571,41.4641532,-8.4318569,402.1,20.11,2.538,8.0
1697726435571,41.4641532,-8.4318569,402.1,20.11,2.538,10.0
1697726436571,41.4642234,-8.4318149,399.4,20.32,2.625,8.0
1697726437571,41.4642234,-8.4318149,399.4,20.32,2.625,15.0
1697726438572,41.4642234,-8.4318149,399.4,20.32,2.625,11.0
1697726439572,41.4642888,-8.4317872,397.7,20.46,2.474,17.0
1697726440572,41.4642888,-8.4317872,397.7,20.46,2.474,11.0
1697726441572,41.4642888,-8.4317872,397.7,20.46,2.474,10.0
1697726442572,41.4643389,-8.4317673,397.5,19.81,2.095,10.0
1697726443571,41.4643389,-8.4317673,397.5,19.81,2.095,10.0
1697726444572,41.4643389,-8.4317673,397.5,19.81,2.095,10.0
1697726445572,41.4643296,-8.431762,398.2,12.05,1.347,10.0
1697726446572,41.4643296,-8.431762,398.2,12.05,1.347,10.0
1697726447572,41.4643296,-8.431762,398.2,12.05,1.347,10.0
1697726448572,41.4643307,-8.4317529,398.2,6.33,0.199,11.0
1697726449572,41.4643307,-8.4317529,398.2,6.33,0.199,10.0
1697726450571,41.4643307,-8.4317529,398.2,6.33,0.199,10.0
1697726451571,41.464308,-8.4317495,398.5,9.26,0.016,10.0
1697726452571,41.464308,-8.4317495,398.5,9.26,0.016,10.0
1697726453572,41.464308,-8.4317495,398.5,9.26,0.016,10.0
1697726454572,41.4642916,-8.4317448,398.5,11.30,0.001,10.0
1697726455571,41.4642916,-8.4317448,398.5,11.30,0.001,10.0
1697726456571,41.4642916,-8.4317448,398.5,11.30,0.001,10.0
1697726457572,41.4642877,-8.4317436,398.5,11.30,0.000,10.0
1697726458572,41.4642877,-8.4317436,398.5,11.30,0.000,10.0
1697726459571,41.4642877,-8.4317436,398.5,11.30,0.000,10.0
1697726460572,41.4642869,-8.4317434,398.5,11.30,0.000,10.0
1697726461572,41.4642869,-8.4317434,398.5,11.30,0.000,10.0
1697726462572,41.4642869,-8.4317434,398.5,11.30,0.000,10.0
1697726463572,41.4642867,-8.4317433,398.5,11.35,0.000,10.0
1697726464571,41.4642867,-8.4317433,398.5,11.35,0.000,10.0
1697726465572,41.4642867,-8.4317433,398.5,11.35,0.000,10.0
1697726466572,41.4642867,-8.4317433,398.5,11.40,0.000,10.0
1697726467572,41.4642867,-8.4317433,398.5,11.40,0.000,10.0
1697726468572,41.4642867,-8.4317433,398.5,11.40,0.000,10.0
1697726469572,41.4642867,-8.4317433,398.5,11.55,0.000,10.0
1697726470572,41.4642867,-8.4317433,398.5,11.55,0.000,10.0
1697726471572,41.4642867,-8.4317433,398.5,11.55,0.000,10.0
1697726472572,41.4642867,-8.4317433,398.5,11.40,0.000,10.0
1697726473572,41.4642867,-8.4317433,398.5,11.40,0.000,10.0
1697726474572,41.4642867,-8.4317433,398.5,11.40,0.000,10.0
1697726475571,41.4642867,-8.4317433,398.5,11.40,0.000,10.0
1697726476572,41.4642867,-8.4317433,398.5,11.40,0.000,10.0
1697726477571,41.4642867,-8.4317433,398.5,11.40,0.000,10.0
1697726478572,41.4642867,-8.4317433,398.5,11.40,0.000,10.0
1697726479571,41.4642867,-8.4317433,398.5,11.40,0.000,10.0
1697726480572,41.4642867,-8.4317433,398.5,11.40,0.000,10.0
1697726481571,41.4642867,-8.4317433,398.5,11.40,0.000,10.0
1697726482572,41.4642867,-8.4317433,398.5,11.40,0.000,11.0
1697726483572,41.4642867,-8.4317433,398.5,11.40,0.000,10.0
1697726484571,41.4642867,-8.4317433,398.5,11.40,0.000,10.0
1697726485572,41.4642867,-8.4317433,398.5,11.40,0.000,8.0
1697726486572,41.4642867,-8.4317433,398.5,11.40,0.000,11.0
1697726487572,41.4642867,-8.4317433,398.5,11.37,0.000,8.0
1697726488572,41.4642867,-8.4317433,398.5,11.37,0.000,7.0
1697726489572,41.4642867,-8.4317433,398.5,11.37,0.000,7.0
1697726490571,41.4643033,-8.4317154,397.6,11.38,0.001,7.0
1697726491572,41.4643033,-8.4317154,397.6,11.38,0.001,1.0
1697726492572,41.4643033,-8.4317154,397.6,11.38,0.001,10.0
1697726493571,41.4643341,-8.4317009,399.3,11.55,0.484,2.0
1697726494572,41.4643341,-8.4317009,399.3,11.55,0.484,11.0
1697726495572,41.4643341,-8.4317009,399.3,11.55,0.484,8.0
1697726496572,41.4643927,-8.4316659,401.6,11.62,1.254,10.0
1697726497571,41.4643927,-8.4316659,401.6,11.62,1.254,10.0
1697726498571,41.4643927,-8.4316659,401.6,11.62,1.254,8.0
1697726499572,41.4644787,-8.4316321,402.1,11.70,1.940,14.0
1697726500571,41.4644787,-8.4316321,402.1,11.70,1.940,19.0
1697726501572,41.4644787,-8.4316321,402.1,11.70,1.940,23.0
1697726502571,41.4645538,-8.4316175,402.1,14.58,2.418,11.0
1697726503572,41.4645538,-8.4316175,402.1,14.58,2.418,13.0
1697726504571,41.4646525,-8.4315939,400.0,18.52,2.984,15.0
1697726505571,41.4646525,-8.4315939,400.0,18.52,2.984,14.0
1697726506572,41.4646525,-8.4315939,400.0,18.52,2.984,10.0
1697726507571,41.4646525,-8.4315939,400.0,18.52,2.984,14.0
1697726508572,41.4647523,-8.4315577,397.9,19.81,3.366,17.0
1697726509572,41.4647523,-8.4315577,397.9,19.81,3.366,13.0
1697726510571,41.4648228,-8.4315425,396.9,19.88,3.699,15.0
1697726511571,41.4648228,-8.4315425,396.9,19.88,3.699,18.0
1697726512572,41.4648228,-8.4315425,396.9,19.88,3.699,17.0
1697726513571,41.4648914,-8.4315255,394.8,19.91,3.827,15.0
1697726514572,41.4648914,-8.4315255,394.8,19.91,3.827,14.0
1697726515572,41.4648914,-8.4315255,394.8,19.91,3.827,11.0
1697726516571,41.4649889,-8.4315185,395.5,19.76,3.863,21.0
1697726517572,41.4649889,-8.4315185,395.5,19.76,3.863,15.0
1697726518572,41.465077,-8.4315085,394.2,19.61,3.924,11.0
1697726519571,41.465077,-8.4315085,394.2,19.61,3.924,20.0
1697726520572,41.465077,-8.4315085,394.2,19.61,3.924,15.0
1697726521572,41.465161,-8.4314817,394.4,17.45,4.012,13.0
1697726522572,41.465161,-8.4314817,394.4,17.45,4.012,10.0
1697726523572,41.465161,-8.4314817,394.4,17.45,4.012,18.0
1697726524571,41.4652641,-8.4314727,397.1,12.67,4.085,13.0
1697726525572,41.4652641,-8.4314727,397.1,12.67,4.085,14.0
1697726526571,41.4652641,-8.4314727,397.1,12.67,4.085,19.0
1697726527572,41.465366,-8.431452,398.9,11.40,4.185,16.0
1697726528572,41.465366,-8.431452,398.9,11.40,4.185,8.0
1697726529571,41.465366,-8.431452,398.9,11.40,4.185,10.0
1697726530572,41.4654596,-8.4314601,401.3,11.40,4.152,14.0
1697726531571,41.4654596,-8.4314601,401.3,11.40,4.152,11.0
1697726532572,41.4654596,-8.4314601,401.3,11.40,4.152,8.0
1697726533571,41.4655481,-8.4315064,399.6,14.91,4.105,5.0
1697726534572,41.4655481,-8.4315064,399.6,14.91,4.105,8.0
1697726535572,41.4656133,-8.4315792,401.1,19.20,4.093,7.0
1697726536572,41.4656133,-8.4315792,401.1,19.20,4.093,6.0
1697726537572,41.4656133,-8.4315792,401.1,19.20,4.093,6.0
1697726538571,41.4656355,-8.4316658,405.0,19.67,3.905,12.0
1697726539571,41.4656355,-8.4316658,405.0,19.67,3.905,11.0
1697726540572,41.4656355,-8.4316658,405.0,19.67,3.905,8.0
1697726541571,41.4656388,-8.4317696,406.1,15.73,3.028,6.0
1697726542573,41.4656388,-8.4317696,406.1,15.73,3.028,8.0
1697726543572,41.4656388,-8.4317696,406.1,15.73,3.028,10.0
1697726544572,41.4656469,-8.4318152,405.9,13.99,1.947,7.0
1697726545572,41.4656469,-8.4318152,405.9,13.99,1.947,9.0
1697726546571,41.4656469,-8.4318152,405.9,13.99,1.947,8.0
1697726547571,41.4656522,-8.431818,402.5,15.63,1.203,10.0
1697726548572,41.4656522,-8.431818,402.5,15.63,1.203,8.0
1697726549571,41.4656522,-8.431818,402.5,15.63,1.203,6.0
1697726550571,41.4656599,-8.4318097,400.2,15.62,0.862,6.0
1697726551572,41.4656599,-8.4318097,400.2,15.62,0.862,5.0
1697726552572,41.4656599,-8.4318097,400.2,15.62,0.862,4.0
1697726553572,41.4656669,-8.4318204,399.9,14.87,0.840,4.0
1697726554572,41.4656669,-8.4318204,399.9,14.87,0.840,6.0
1697726555572,41.4656669,-8.4318204,399.9,14.87,0.840,6.0
1697726556572,41.4657301,-8.4318255,399.3,11.65,0.774,7.0
1697726557571,41.4657301,-8.4318255,399.3,11.65,0.774,8.0
1697726558572,41.4657301,-8.4318255,399.3,11.65,0.774,11.0
1697726559571,41.4657631,-8.431811,398.8,5.12,0.402,5.0
1697726560571,41.4657631,-8.431811,398.8,5.12,0.402,9.0
1697726561572,41.4657631,-8.431811,398.8,5.12,0.402,6.0
1697726562571,41.4657744,-8.4318036,398.3,2.72,0.414,8.0
1697726563572,41.4657744,-8.4318036,398.3,2.72,0.414,7.0
1697726564572,41.4657744,-8.4318036,398.3,2.72,0.414,8.0
1697726565572,41.4657744,-8.4317965,399.1,2.43,0.408,8.0
1697726566572,41.4657744,-8.4317965,399.1,2.43,0.408,50.0
1697726567571,41.4657744,-8.4317965,399.1,2.43,0.408,15.0
1697726568571,41.4657733,-8.4318001,399.0,2.40,0.008,7.0
1697726569571,41.4657733,-8.4318001,399.0,2.40,0.008,9.0
1697726570571,41.4657733,-8.4318001,399.0,2.40,0.008,8.0
1697726571572,41.4657719,-8.4318014,399.0,2.40,0.002,8.0
1697726572572,41.4657719,-8.4318014,399.0,2.40,0.002,8.0
1697726573572,41.4657719,-8.4318014,399.0,2.40,0.002,8.0
1697726574572,41.4657718,-8.4318016,399.0,3.95,0.000,8.0
1697726575572,41.4657718,-8.4318016,399.0,3.95,0.000,8.0
1697726576571,41.4657718,-8.4318016,399.0,3.95,0.000,8.0
1697726577572,41.4657717,-8.4318017,399.0,8.57,0.000,8.0
1697726578572,41.4657717,-8.4318017,399.0,8.57,0.000,8.0
1697726579571,41.4657717,-8.4318017,399.0,8.57,0.000,9.0
1697726580571,41.4657717,-8.4318017,399.0,11.35,0.000,16.0
1697726581572,41.4657717,-8.4318017,399.0,11.35,0.000,6.0
1697726582572,41.4657717,-8.4318017,399.0,11.35,0.000,8.0
1697726583571,41.4657707,-8.4318113,399.0,7.19,0.002,8.0
1697726584571,41.4657707,-8.4318113,399.0,7.19,0.002,8.0
